s,0.11,0.1,0.73,
j,0.299989,-0.430536,-0.427601,1.98156,
j,0.299989,-0.430536,-0.427602,1.98156,
j,0.299989,-0.430536,-0.427602,1.98156,
j,0.299989,-0.430536,-0.427602,1.98156,
j,0.299989,-0.430536,-0.427603,1.98156,
j,0.299989,-0.430536,-0.427603,1.98156,
j,0.299989,-0.430536,-0.427604,1.98156,
j,0.299989,-0.430535,-0.427604,1.98156,
j,0.299989,-0.430535,-0.427605,1.98156,
j,0.299989,-0.430535,-0.427605,1.98156,
j,0.299989,-0.430535,-0.427605,1.98156,
j,0.299989,-0.430535,-0.427606,1.98156,
j,0.299989,-0.430535,-0.427606,1.98156,
j,0.299989,-0.430535,-0.427606,1.98156,
j,0.299989,-0.430535,-0.427607,1.98156,
j,0.299989,-0.430535,-0.427607,1.98156,
j,0.299989,-0.430535,-0.427607,1.98156,
j,0.299989,-0.430535,-0.427608,1.98157,
j,0.299989,-0.430535,-0.427608,1.98157,
j,0.299989,-0.430535,-0.427608,1.98157,
j,0.299989,-0.430535,-0.427609,1.98157,
j,0.299989,-0.430535,-0.427609,1.98157,
j,0.299989,-0.430535,-0.427609,1.98157,
j,0.299989,-0.430535,-0.427609,1.98157,
j,0.299989,-0.430535,-0.42761,1.98157,
j,0.299989,-0.430535,-0.42761,1.98157,
j,0.299989,-0.430535,-0.42761,1.98157,
j,0.299989,-0.430535,-0.42761,1.98157,
j,0.299989,-0.430535,-0.427611,1.98157,
j,0.299989,-0.430535,-0.427611,1.98157,
j,0.299989,-0.430535,-0.427611,1.98157,
j,0.299989,-0.430535,-0.427611,1.98157,
j,0.299989,-0.430534,-0.427611,1.98157,
j,0.299989,-0.430534,-0.427612,1.98157,
j,0.299989,-0.430534,-0.427612,1.98157,
j,0.299989,-0.430534,-0.427612,1.98157,
j,0.299989,-0.430534,-0.427612,1.98157,
j,0.299989,-0.430534,-0.427612,1.98157,
j,0.299989,-0.430534,-0.427613,1.98157,
j,0.299989,-0.430534,-0.427613,1.98157,
j,0.299989,-0.430534,-0.427613,1.98157,
j,0.299989,-0.430534,-0.427613,1.98157,
j,0.299989,-0.430534,-0.427613,1.98157,
j,0.299989,-0.430534,-0.427613,1.98157,
j,0.299989,-0.430534,-0.427613,1.98157,
j,0.299989,-0.430534,-0.427614,1.98157,
j,0.299989,-0.430534,-0.427614,1.98157,
j,0.299989,-0.430534,-0.427614,1.98157,
j,0.299989,-0.430534,-0.427614,1.98158,
j,0.299989,-0.430534,-0.427614,1.98158,
j,0.299989,-0.430534,-0.427614,1.98158,
j,0.299989,-0.430534,-0.427614,1.98158,
j,0.299989,-0.430534,-0.427615,1.98158,
j,0.299989,-0.430534,-0.427615,1.98158,
j,0.299989,-0.430534,-0.427615,1.98158,
j,0.299989,-0.430534,-0.427615,1.98158,
j,0.299989,-0.430534,-0.427615,1.98158,
j,0.299989,-0.430534,-0.427615,1.98158,
j,0.299989,-0.430534,-0.427615,1.98158,
j,0.299989,-0.430534,-0.427615,1.98158,
j,0.299989,-0.430533,-0.427615,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427616,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98158,
j,0.299989,-0.430533,-0.427617,1.98159,
j,0.299989,-0.430532,-0.427617,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427618,1.98159,
j,0.299989,-0.430532,-0.427619,1.98159,
j,0.299989,-0.430532,-0.427619,1.98159,
j,0.299989,-0.430532,-0.427619,1.98159,
j,0.299989,-0.430532,-0.427619,1.98159,
j,0.299989,-0.430532,-0.427619,1.98159,
j,0.299989,-0.430532,-0.427619,1.98159,
j,0.299989,-0.430532,-0.427619,1.98159,
j,0.299989,-0.430532,-0.427619,1.98159,
j,0.299989,-0.430532,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.98159,
j,0.299989,-0.430531,-0.427619,1.9816,
j,0.299989,-0.430531,-0.42762,1.9816,
j,0.299989,-0.430531,-0.42762,1.9816,
j,0.299989,-0.430531,-0.42762,1.9816,
j,0.299989,-0.430531,-0.42762,1.9816,
j,0.299989,-0.430531,-0.42762,1.9816,
j,0.299989,-0.430531,-0.42762,1.9816,
j,0.299989,-0.430531,-0.42762,1.9816,
j,0.299989,-0.430531,-0.42762,1.9816,
j,0.299989,-0.430531,-0.42762,1.9816,
j,0.299989,-0.430531,-0.42762,1.9816,
j,0.299989,-0.430531,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.42762,1.9816,
j,0.299989,-0.43053,-0.427621,1.9816,
j,0.299989,-0.43053,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430529,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427621,1.9816,
j,0.299989,-0.430528,-0.427622,1.9816,
j,0.299989,-0.430528,-0.427622,1.9816,
j,0.299989,-0.430528,-0.427622,1.9816,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430528,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427622,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430527,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430526,-0.427623,1.98161,
j,0.299989,-0.430525,-0.427623,1.98161,
j,0.299989,-0.430525,-0.427623,1.98161,
j,0.299989,-0.430525,-0.427623,1.98161,
j,0.299989,-0.430525,-0.427623,1.98161,
j,0.299989,-0.430525,-0.427623,1.98161,
j,0.299989,-0.430525,-0.427623,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430525,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427624,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430524,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
